id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
25885,1,Federal-gov,100,HS-grad,9,Never-married,Adm-clerical,Unmarried,Other,Female,1,0,2,United-States,<=50K
25886,2,Private,100,HS-grad,9,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,1,United-States,>50K
25887,3,Local-gov,100,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
25888,2,Federal-gov,100,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,2,2,United-States,<=50K
25889,4,Private,100,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
25890,1,Private,100,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,2,United-States,<=50K
25891,2,Self-emp-inc,100,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
25892,3,Private,100,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,United-States,>50K
25893,1,Local-gov,100,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
25894,1,Private,100,12th,8,Separated,Other-service,Unmarried,White,Female,0,0,3,Dominican-Republic,<=50K
25895,1,Private,100,Masters,14,Divorced,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,2,South,<=50K
25896,1,Private,100,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,4,United-States,<=50K
25897,4,Private,100,Masters,14,Separated,Exec-managerial,Not-in-family,Black,Male,0,0,0,United-States,<=50K
25898,4,Private,100,11th,7,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
25899,0,Private,100,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,Puerto-Rico,<=50K
25900,1,Private,100,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,>50K
25901,3,Private,100,HS-grad,9,Divorced,Transport-moving,Other-relative,White,Male,0,0,3,United-States,<=50K
25902,4,Private,100,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
25903,2,Private,100,Masters,14,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,2,China,>50K
25904,0,Private,100,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
25905,1,Self-emp-not-inc,100,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,1,2,United-States,<=50K
25906,4,Private,100,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2,2,United-States,>50K
25907,0,Local-gov,100,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
25908,2,Self-emp-not-inc,100,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,4,0,3,United-States,>50K
25909,4,Private,100,HS-grad,9,Divorced,Exec-managerial,Other-relative,White,Female,0,0,2,United-States,<=50K
25910,1,Private,100,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,2,South,<=50K
25911,0,Private,100,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,2,United-States,<=50K
25912,1,Private,100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,Mexico,<=50K
25913,2,Self-emp-not-inc,100,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,4,3,United-States,>50K
25914,0,Private,100,10th,6,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
25915,2,Self-emp-not-inc,100,12th,8,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
25916,3,Private,100,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,3,2,United-States,<=50K
25917,3,Private,100,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
25918,2,Private,100,11th,7,Never-married,Machine-op-inspct,Not-in-family,Other,Female,0,0,2,Puerto-Rico,<=50K
25919,2,State-gov,100,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,>50K
25920,1,Private,100,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
25921,1,Private,100,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2,0,3,United-States,<=50K
25922,2,Private,100,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,2,Vietnam,>50K
25923,2,Private,100,7th-8th,4,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,<=50K
25924,1,State-gov,100,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,4,United-States,<=50K
25925,0,Private,100,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Male,0,0,2,Mexico,<=50K
25926,1,Private,100,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,2,0,2,United-States,<=50K
25927,4,Self-emp-not-inc,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,0,United-States,>50K
25928,1,Private,100,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,2,Portugal,<=50K
25929,2,Private,100,Bachelors,13,Separated,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
25930,3,Private,100,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,2,United-States,<=50K
25931,4,Private,100,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,<=50K
25932,1,Federal-gov,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,2,United-States,>50K
25933,1,Private,100,10th,6,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,1,United-States,<=50K
25934,1,Private,100,HS-grad,9,Separated,Transport-moving,Own-child,White,Female,0,0,0,United-States,<=50K
25935,0,Private,100,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,0,United-States,<=50K
25936,0,Private,100,11th,7,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
25937,2,Self-emp-not-inc,100,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
25938,3,Federal-gov,100,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,<=50K
25939,1,Private,100,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,2,Japan,<=50K
25940,0,Private,100,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,3,United-States,<=50K
25941,0,Private,100,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,2,Germany,<=50K
25942,4,Self-emp-inc,100,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,3,0,4,Germany,>50K
25943,1,Private,100,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,3,United-States,<=50K
25944,2,Private,100,12th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,>50K
25945,3,Local-gov,100,Masters,14,Widowed,Prof-specialty,Not-in-family,Black,Female,0,0,2,United-States,>50K
25946,2,Local-gov,100,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2,2,United-States,>50K
25947,2,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,1,0,2,United-States,<=50K
25948,0,Private,100,Some-college,10,Never-married,Sales,Other-relative,Other,Female,0,0,1,United-States,<=50K
25949,0,Local-gov,100,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0,0,0,United-States,<=50K
25950,0,Private,100,12th,8,Never-married,Adm-clerical,Own-child,White,Female,1,0,0,United-States,<=50K
25951,3,Private,100,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,2,0,0,United-States,<=50K
25952,1,Federal-gov,100,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
25953,1,Private,100,Some-college,10,Never-married,Tech-support,Other-relative,White,Male,0,0,2,United-States,<=50K
25954,2,Private,100,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K
25955,1,Private,100,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,2,2,United-States,<=50K
25956,3,Private,100,12th,8,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
25957,4,Private,100,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Portugal,<=50K
25958,4,Private,100,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,0,2,United-States,>50K
25959,2,Self-emp-not-inc,100,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
25960,0,Local-gov,100,10th,6,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
25961,4,Self-emp-not-inc,100,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
25962,3,Self-emp-not-inc,100,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,3,United-States,>50K
25963,3,Federal-gov,100,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,>50K
25964,4,Private,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,1,United-States,>50K
25965,2,State-gov,100,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,2,United-States,<=50K
25966,1,State-gov,100,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
25967,1,Private,100,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,1,0,2,United-States,<=50K
25968,2,Private,100,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,>50K
25969,3,Private,100,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,3,Mexico,>50K
25970,1,Private,100,HS-grad,9,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
25971,1,Private,100,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,2,Hong,<=50K
25972,3,Private,100,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
25973,4,Private,100,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
25974,2,Self-emp-not-inc,100,Assoc-acdm,12,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,3,United-States,<=50K
25975,0,Private,100,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,1,El-Salvador,<=50K
25976,4,Private,100,12th,8,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,1,United-States,<=50K
25977,1,Self-emp-not-inc,100,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,>50K
25978,4,Private,100,5th-6th,3,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,0,Mexico,<=50K
25979,3,Private,100,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,2,United-States,<=50K
25980,2,Private,100,Masters,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,2,2,China,>50K
25981,0,Private,100,Some-college,10,Never-married,Craft-repair,Own-child,Black,Male,0,0,2,United-States,<=50K
25982,4,Local-gov,100,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,>50K
25983,3,Local-gov,100,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
25984,3,Self-emp-inc,100,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
25985,3,Local-gov,100,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,4,0,0,United-States,>50K
25986,4,Self-emp-not-inc,100,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,>50K
25987,2,Private,100,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,0,0,1,England,<=50K
25988,0,Private,100,12th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,<=50K
25989,2,State-gov,100,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,Black,Female,0,3,2,United-States,<=50K
25990,3,Self-emp-not-inc,100,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
25991,0,Private,100,Some-college,10,Never-married,Sales,Unmarried,Black,Female,0,0,2,United-States,<=50K
25992,2,Local-gov,100,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,1,0,1,United-States,<=50K
25993,1,Private,100,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,2,United-States,<=50K
25994,2,Federal-gov,100,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,1,0,2,United-States,<=50K
25995,3,Private,100,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
25996,4,Self-emp-not-inc,100,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,>50K
25997,2,Private,100,11th,7,Never-married,Prof-specialty,Own-child,Black,Male,0,0,1,United-States,<=50K
25998,2,Private,100,Masters,14,Divorced,Other-service,Unmarried,Black,Female,0,0,1,United-States,<=50K
25999,0,Private,100,12th,8,Never-married,Other-service,Unmarried,White,Male,0,0,2,United-States,<=50K
26000,0,Private,100,HS-grad,9,Separated,Adm-clerical,Other-relative,White,Male,0,0,3,United-States,<=50K
26001,2,Private,100,Bachelors,13,Married-spouse-absent,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,2,Laos,<=50K
26002,3,Local-gov,100,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,3,0,2,United-States,>50K
26003,4,Private,100,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,>50K
26004,3,Private,100,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,2,United-States,>50K
26005,4,Federal-gov,100,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,0,2,United-States,<=50K
26006,3,Private,100,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,3,United-States,<=50K
26007,1,Private,100,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,1,0,3,United-States,<=50K
26008,3,Private,100,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2,2,United-States,>50K
26009,0,Private,100,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,1,2,United-States,>50K
26010,1,Private,100,11th,7,Separated,Prof-specialty,Unmarried,Black,Female,0,0,3,United-States,<=50K
26011,2,Self-emp-not-inc,100,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,<=50K
26012,3,Federal-gov,100,10th,6,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
26013,2,Private,100,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,4,1,Hong,<=50K
26014,0,Local-gov,100,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,>50K
26015,1,Private,100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,Greece,<=50K
26016,1,Private,100,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,Black,Female,0,0,2,United-States,<=50K
26017,0,Private,100,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Female,0,0,1,United-States,<=50K
26018,1,Self-emp-not-inc,100,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
26019,2,Local-gov,100,11th,7,Divorced,Other-service,Unmarried,Black,Female,0,0,1,United-States,<=50K
26020,2,Private,100,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,1,United-States,<=50K
26021,4,Private,100,HS-grad,9,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,0,2,2,United-States,<=50K
26022,2,Self-emp-not-inc,100,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,United-States,<=50K
26023,3,Private,100,10th,6,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,2,United-States,<=50K
26024,3,Private,100,5th-6th,3,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,2,Mexico,<=50K
26025,4,Private,100,7th-8th,4,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
26026,2,Federal-gov,100,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Male,0,1,2,United-States,<=50K
26027,4,Self-emp-not-inc,100,7th-8th,4,Never-married,Other-service,Unmarried,Black,Female,0,0,3,United-States,<=50K
26028,4,Local-gov,100,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,Canada,<=50K
26029,3,Private,100,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,3,0,2,United-States,>50K
26030,2,State-gov,100,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,4,United-States,>50K
26031,1,Private,100,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,3,United-States,>50K
26032,0,Private,100,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
26033,1,Self-emp-not-inc,100,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,Guatemala,<=50K
26034,3,Private,100,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,4,United-States,>50K
26035,3,Private,100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,2,2,United-States,<=50K
26036,4,Private,100,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
26037,0,Self-emp-inc,100,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,1,United-States,<=50K
26038,2,Local-gov,100,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,>50K
26039,0,Private,100,Some-college,10,Married-spouse-absent,Farming-fishing,Unmarried,White,Female,0,0,2,United-States,<=50K
26040,2,Private,100,Masters,14,Separated,Tech-support,Unmarried,White,Female,0,0,2,United-States,<=50K
26041,1,Private,100,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,3,0,2,United-States,>50K
26042,1,Local-gov,100,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,1,United-States,<=50K
26043,3,Self-emp-not-inc,100,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,2,United-States,>50K
26044,0,State-gov,100,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
26045,3,Private,100,7th-8th,4,Never-married,Transport-moving,Not-in-family,Other,Male,0,0,3,Puerto-Rico,<=50K
26046,0,Private,100,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,3,United-States,<=50K
26047,2,Private,100,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,3,United-States,<=50K
26048,4,Private,100,9th,5,Married-civ-spouse,Other-service,Wife,White,Female,2,0,1,United-States,<=50K
26049,4,Local-gov,100,12th,8,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
26050,1,Private,100,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,1,2,United-States,<=50K
26051,1,Private,100,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,2,United-States,>50K
26052,3,Local-gov,100,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,3,United-States,<=50K
26053,0,Private,100,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,2,United-States,<=50K
26054,4,State-gov,100,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,<=50K
26055,2,State-gov,100,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,4,0,2,Germany,>50K
26056,3,Local-gov,100,HS-grad,9,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,1,United-States,<=50K
26057,3,Private,100,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
26058,1,Local-gov,100,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,3,United-States,<=50K
26059,1,Local-gov,100,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,1,United-States,<=50K
26060,1,Local-gov,100,Assoc-acdm,12,Never-married,Protective-serv,Own-child,White,Male,0,0,2,United-States,<=50K
26061,2,Private,100,11th,7,Never-married,Other-service,Not-in-family,Black,Male,0,0,2,United-States,<=50K
26062,1,Private,100,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
26063,3,Private,100,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
26064,1,Self-emp-inc,100,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,3,United-States,<=50K
26065,2,Federal-gov,100,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,2,0,3,United-States,<=50K
26066,1,Private,100,Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,1,0,2,Taiwan,<=50K
26067,1,Local-gov,100,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,<=50K
26068,3,Self-emp-not-inc,100,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,2,0,3,United-States,<=50K
26069,1,Private,100,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,3,United-States,>50K
26070,3,Private,100,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,Black,Female,0,0,2,Jamaica,<=50K
26071,3,Local-gov,100,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,3,United-States,<=50K
26072,1,Private,100,Assoc-voc,11,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
26073,1,Private,100,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,3,Mexico,<=50K
26074,3,Self-emp-inc,100,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Male,0,0,1,United-States,<=50K
26075,3,Self-emp-not-inc,100,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
26076,0,Private,100,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,0,United-States,<=50K
26077,2,Local-gov,100,HS-grad,9,Separated,Adm-clerical,Other-relative,White,Female,0,0,1,United-States,<=50K
26078,4,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2,0,0,United-States,<=50K
26079,3,Self-emp-not-inc,100,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2,4,United-States,>50K
26080,3,Private,100,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,1,0,2,United-States,<=50K
26081,1,Federal-gov,100,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0,0,2,United-States,<=50K
26082,2,Private,100,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,2,Philippines,<=50K
26083,3,Local-gov,100,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,Puerto-Rico,<=50K
26084,2,Local-gov,100,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,3,United-States,<=50K
26085,3,State-gov,100,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,Germany,>50K
26086,2,Private,100,Bachelors,13,Separated,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
26087,1,State-gov,100,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,1,United-States,<=50K
26088,1,Local-gov,100,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Male,0,4,2,United-States,<=50K
26089,3,Private,100,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,2,United-States,<=50K
26090,3,Private,100,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
26091,2,Private,100,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,2,Vietnam,>50K
26092,4,Private,100,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
26093,0,Private,100,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,0,0,0,United-States,<=50K
26094,2,Private,100,HS-grad,9,Separated,Tech-support,Not-in-family,Black,Female,0,0,2,United-States,<=50K
26095,2,Private,100,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,4,United-States,<=50K
26096,0,Private,100,Some-college,10,Never-married,Sales,Own-child,White,Female,1,0,0,United-States,<=50K
26097,4,Private,100,9th,5,Widowed,Handlers-cleaners,Unmarried,White,Male,0,0,2,United-States,<=50K
26098,0,Private,100,Assoc-acdm,12,Never-married,Farming-fishing,Not-in-family,Black,Female,0,0,2,United-States,<=50K
26099,0,Federal-gov,100,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,<=50K
26100,3,Private,100,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,1,0,2,United-States,<=50K
26101,4,Private,100,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Greece,>50K
26102,1,Private,100,Assoc-voc,11,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,1,0,2,United-States,<=50K
26103,3,Private,100,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,0,United-States,<=50K
26104,0,Self-emp-inc,100,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
26105,4,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,<=50K
26106,1,Private,100,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,2,Philippines,<=50K
26107,1,Private,100,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
26108,2,Private,100,11th,7,Separated,Tech-support,Unmarried,White,Female,0,0,2,Puerto-Rico,<=50K
26109,1,Local-gov,100,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
26110,3,Local-gov,100,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,3,0,2,United-States,>50K
26111,2,Self-emp-inc,100,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,4,United-States,<=50K
26112,2,Private,100,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,Portugal,<=50K
26113,1,Self-emp-not-inc,100,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
26114,1,Private,100,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,Mexico,<=50K
26115,3,Private,100,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,2,United-States,>50K
26116,1,Private,100,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
